query_french,select_label,where_label
Pouvez-vous me donner toutes les informations des films de 2005 à 2014 ?,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi s'il vous plaît toutes les infos sur les films sortis entre 2005 et 2014.,select=['*'],where='annee BETWEEN year AND year;'
J'aimerais avoir toutes les informations sur les films qui sont sortis entre 2005 et 2014.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous m'informer sur tous les films sortis entre 2005 et 2014 ?,select=['*'],where='annee BETWEEN year AND year;'
Je souhaiterais avoir des précisions sur les films dont l'année de sortie est comprise entre 2005 et 2014.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer toutes les informations des films où l'année se situe entre 2016 et 2027.,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi toutes les infos concernant les films dont l'année est comprise entre 2016 et 2027.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous afficher toutes les informations sur les films qui sont sortis entre 2016 et 2027 ?,select=['*'],where='annee BETWEEN year AND year;'
Je voudrais voir toutes les données des films dont l'année se trouve entre 2016 et 2027.,select=['*'],where='annee BETWEEN year AND year;'
"S'il vous plaît, donnez-moi toutes les informations sur les films dont l'année va de 2016 à 2027.",select=['*'],where='annee BETWEEN year AND year;'
Je souhaiterais avoir toutes les infos sur les films pour les années 2016 à 2027.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer toutes les informations des films où l'année est comprise entre 1987 et 1996.,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi s'il vous plaît toutes les informations sur les films sortis entre 1987 et 1996.,select=['*'],where='annee BETWEEN year AND year;'
Pouvez-vous me donner toutes les informations des films de 1987 à 1996 ?,select=['*'],where='annee BETWEEN year AND year;'
J'aimerais avoir toutes les infos concernant les films de l'année 1987 à 1996.,select=['*'],where='annee BETWEEN year AND year;'
Merci de me fournir toutes les informations sur les films qui ont été réalisés entre 1987 et 1996.,select=['*'],where='annee BETWEEN year AND year;'
Je veux toutes les données sur les films publiés entre 1987 et 1996.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer le titre des films où Leonardo DiCaprio joue et Zendaya joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous m'indiquer les titres des films dans lesquels Leonardo DiCaprio et Zendaya jouent ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais savoir quels films comportent Leonardo DiCaprio et Zendaya dans le casting.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Peux-tu me donner les noms des films où Leonardo DiCaprio et Zendaya sont présents ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je voudrais voir les titres des films avec Leonardo DiCaprio et Zendaya.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Montre-moi les films où Leonardo DiCaprio et Zendaya apparaissent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer toutes les informations des films dont l'année est comprise entre 1974 et 2020.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous me fournir toutes les informations sur les films des années 1974 à 2020 ?,select=['*'],where='annee BETWEEN year AND year;'
Je voudrais voir toutes les informations concernant les films sortis entre 1974 et 2020.,select=['*'],where='annee BETWEEN year AND year;'
Merci de me montrer toutes les infos sur les films allant de 1974 à 2020.,select=['*'],where='annee BETWEEN year AND year;'
Pouvez-vous me donner tous les détails des films dont l'année se situe entre 1974 et 2020 ?,select=['*'],where='annee BETWEEN year AND year;'
Je vous prie de bien vouloir me montrer l'ensemble des informations relatives aux films des années 1974 à 2020.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer le titre des films où Jennifer Lawrence joue et où Christian Bale joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous me donner les titres des films avec Jennifer Lawrence et Christian Bale ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me montrer les films dans lesquels Jennifer Lawrence et Christian Bale apparaissent ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais connaître les titres des films où Jennifer Lawrence et Christian Bale jouent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Est-ce que vous pouvez me fournir les titres des films avec Jennifer Lawrence et Christian Bale ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Merci de me dire les films dans lesquels Jennifer Lawrence et Christian Bale jouent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer toutes les informations des films où l'année est entre 1966 et 1998.,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi s'il vous plaît toutes les informations concernant les films dont l'année se situe entre 1966 et 1998.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous me donner toutes les infos sur les films sortis entre 1966 et 1998 ?,select=['*'],where='annee BETWEEN year AND year;'
J'aimerais avoir toutes les données sur les films de 1966 à 1998.,select=['*'],where='annee BETWEEN year AND year;'
Peux-tu m'indiquer les films dont l'année est comprise entre 1966 et 1998 ?,select=['*'],where='annee BETWEEN year AND year;'
Donnez-moi toutes les infos disponibles sur les films de 1966 à 1998.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer l'année des films dont le titre est The Last Secret Legacy.,select=['annee'],where='titre = 'name';'
Peux-tu me dire en quelle année est sorti le film The Last Secret Legacy ?,select=['annee'],where='titre = 'name';'
Pourriez-vous indiquer l'année de sortie du film The Last Secret Legacy ?,select=['annee'],where='titre = 'name';'
J'aimerais savoir quelle année correspond au film The Last Secret Legacy.,select=['annee'],where='titre = 'name';'
Est-ce que vous pouvez me donner l'année du film intitulé The Last Secret Legacy ?,select=['annee'],where='titre = 'name';'
"Je voudrais connaître l'année de sortie du film The Last Secret Legacy, s'il vous plaît.",select=['annee'],where='titre = 'name';'
Veuillez me montrer le titre des films dans lesquels Emma Stone joue et Joaquin Phoenix joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous me donner les titres des films avec Emma Stone et Joaquin Phoenix ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
"Montrez-moi les films où Emma Stone et Joaquin Phoenix apparaissent, s'il vous plaît.",select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais connaître les films dans lesquels jouent Emma Stone et Joaquin Phoenix.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me dire quels films comportent Emma Stone et Joaquin Phoenix ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Quels sont les titres des films où on peut voir Emma Stone et Joaquin Phoenix ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer l'année des films dont le titre est The Lost Dream Chronicles.,select=['annee'],where='titre = 'name';'
Pourriez-vous m'indiquer l'année des films portant le titre The Lost Dream Chronicles ?,select=['annee'],where='titre = 'name';'
Peux-tu me dire quelle année a été celle des films intitulés The Lost Dream Chronicles ?,select=['annee'],where='titre = 'name';'
Merci de me donner l'année des films qui s'appellent The Lost Dream Chronicles.,select=['annee'],where='titre = 'name';'
Je souhaiterais connaître l'année des films qui sont intitulés The Lost Dream Chronicles.,select=['annee'],where='titre = 'name';'
Quel est l'année des films qui ont pour titre The Lost Dream Chronicles ?,select=['annee'],where='titre = 'name';'
Veuillez me montrer les acteurs des films où l'année est 2004.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Pourriez-vous me dire qui sont les acteurs des films sortis en 2004 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
"Montrez-moi les acteurs des films de l'année 2004, s'il vous plaît.","select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Je voudrais connaître les acteurs des films de 2004.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Est-ce que vous pouvez me montrer les acteurs des films de 2004 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
J'aimerais avoir la liste des acteurs pour les films de l'année 2004.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Veuillez me montrer toutes les informations des films dont l'année est comprise entre 1981 et 2027.,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi toutes les informations sur les films sortis entre 1981 et 2027.,select=['*'],where='annee BETWEEN year AND year;'
Pouvez-vous me fournir toutes les informations concernant les films de 1981 à 2027 ?,select=['*'],where='annee BETWEEN year AND year;'
J'aimerais obtenir les informations de tous les films dont l'année se situe entre 1981 et 2027.,select=['*'],where='annee BETWEEN year AND year;'
"S'il vous plaît, donnez-moi les détails des films de l'année 1981 à 2027.",select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous afficher les informations des films sortis entre 1981 et 2027 ?,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer le titre des films où Zendaya joue et dont le genre est Animation.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourriez-vous me donner les titres des films avec Zendaya dans le genre Animation ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Quels sont les films d'animation mettant en vedette Zendaya ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
J'aimerais savoir quels films d'animation avec Zendaya existent. Pourriez-vous m'aider ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"Montrez-moi les films dans lesquels Zendaya joue et qui sont classés comme animation, s'il vous plaît.",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Auriez-vous la gentillesse de me dire quels films d'animation incluent Zendaya ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Veuillez me montrer le titre des films où Cate Blanchett joue et Natalie Portman joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous m'indiquer les titres des films dans lesquels Cate Blanchett et Natalie Portman apparaissent ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Merci de me fournir les noms des films où Cate Blanchett et Natalie Portman jouent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
"J'aimerais connaître les films avec Cate Blanchett et Natalie Portman, pouvez-vous me donner les titres ?",select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Est-ce que vous pourriez me dire dans quels films Cate Blanchett et Natalie Portman ont joué ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je souhaiterais savoir quels films présentent Cate Blanchett et Natalie Portman dans le casting.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer le titre des films où Keanu Reeves joue et le genre est la Romance.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pouvez-vous me donner les titres des films dans lesquels Keanu Reeves apparaît et qui sont de genre Romance ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourriez-vous m'indiquer les titres des films avec Keanu Reeves dans le genre Romance ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"Montrez-moi les titres des films de Romance avec Keanu Reeves comme acteur, s'il vous plaît.",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Je voudrais connaître les titres des films de genre Romance mettant en vedette Keanu Reeves.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Quels sont les titres des films de Romance où Keanu Reeves joue ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Veuillez me montrer le titre des films dans lesquels Joaquin Phoenix et Cate Blanchett jouent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous me dire les titres des films avec Joaquin Phoenix et Cate Blanchett ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
"Montrez-moi les films dans lesquels Joaquin Phoenix et Cate Blanchett apparaissent, s'il vous plaît.",select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Quels sont les films où on peut voir Joaquin Phoenix et Cate Blanchett ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais connaître les titres des films avec Joaquin Phoenix et Cate Blanchett.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Peux-tu me donner les titres des films où Joaquin Phoenix et Cate Blanchett sont présents ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer toutes les informations des films dont l'année est entre 2006 et 2013.,select=['*'],where='annee BETWEEN year AND year;'
"Montrez-moi toutes les infos sur les films sortis entre 2006 et 2013, s'il vous plaît.",select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous afficher toutes les informations des films de 2006 à 2013 ?,select=['*'],where='annee BETWEEN year AND year;'
Je souhaiterais obtenir des informations sur les films de 2006 à 2013.,select=['*'],where='annee BETWEEN year AND year;'
Je veux toutes les données concernant les films de 2006 à 2013.,select=['*'],where='annee BETWEEN year AND year;'
Merci de bien vouloir fournir les informations des films entre 2006 et 2013.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer l'année des films dont le titre est The Hidden Secret Saga.,select=['annee'],where='titre = 'name';'
Montrez-moi l'année des films intitulés The Hidden Secret Saga.,select=['annee'],where='titre = 'name';'
Pouvez-vous m'indiquer l'année des films qui portent le titre The Hidden Secret Saga ?,select=['annee'],where='titre = 'name';'
J'aimerais savoir quelle année les films intitulés The Hidden Secret Saga ont été réalisés.,select=['annee'],where='titre = 'name';'
Serait-il possible de connaître l'année des films The Hidden Secret Saga ?,select=['annee'],where='titre = 'name';'
Pourriez-vous me dire en quelle année sont sortis les films intitulés The Hidden Secret Saga ?,select=['annee'],where='titre = 'name';'
Veuillez me montrer l'année des films dont le titre est The Broken Memory Game.,select=['annee'],where='titre = 'name';'
Peux-tu me dire l'année des films intitulés The Broken Memory Game ?,select=['annee'],where='titre = 'name';'
Pourrais-je savoir quelle année les films avec le titre The Broken Memory Game sont sortis ?,select=['annee'],where='titre = 'name';'
J'aimerais connaître l'année de sortie des films qui portent le titre The Broken Memory Game.,select=['annee'],where='titre = 'name';'
Pouvez-vous m'indiquer l'année des films intitulés The Broken Memory Game ?,select=['annee'],where='titre = 'name';'
Pourriez-vous me donner des informations sur l'année des films dont le titre est The Broken Memory Game ?,select=['annee'],where='titre = 'name';'
Veuillez me montrer les acteurs des films où l'année est 2012.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Pourriez-vous me donner les noms des acteurs des films de l'année 2012 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
"Montrez-moi les acteurs des films sortis en 2012, s'il vous plaît.","select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
J'aimerais voir la liste des acteurs des films de 2012.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Pouvez-vous m'indiquer qui sont les acteurs des films de 2012 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
"Les acteurs des films de 2012, pouvez-vous me les montrer ?","select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Veuillez me montrer le titre des films dans lesquels Morgan Freeman joue et Brad Pitt joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me donner les titres des films avec Morgan Freeman et Brad Pitt ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je voudrais connaître les films où Morgan Freeman et Brad Pitt sont à l'affiche.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous indiquer les titres des films qui mettent en vedette Morgan Freeman et Brad Pitt ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Merci de me fournir les noms des films avec Morgan Freeman ainsi que ceux avec Brad Pitt.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Est-ce que vous pouvez m'indiquer quels films comportent les performances de Morgan Freeman et Brad Pitt ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer toutes les informations des films dont l'année est entre 1963 et 1971.,select=['*'],where='annee BETWEEN year AND year;'
Montrez-moi toutes les infos sur les films parus entre 1963 et 1971.,select=['*'],where='annee BETWEEN year AND year;'
Je voudrais voir toutes les informations concernant les films de 1963 à 1971.,select=['*'],where='annee BETWEEN year AND year;'
Pourriez-vous me fournir toutes les données des films sortis entre 1963 et 1971 ?,select=['*'],where='annee BETWEEN year AND year;'
J'aimerais avoir accès à toutes les informations des films datés de 1963 à 1971.,select=['*'],where='annee BETWEEN year AND year;'
Merci de m'indiquer toutes les informations relatives aux films de 1963 à 1971.,select=['*'],where='annee BETWEEN year AND year;'
Veuillez me montrer le titre des films dans lesquels Emily Blunt joue et dont le genre est Drame.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pourriez-vous me donner les titres des films avec Emily Blunt dans le genre Drame ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
J'aimerais connaître les titres des films avec Emily Blunt qui sont des Drames.,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Pouvez-vous me fournir les titres des films d'Emily Blunt classés comme Drame ?,select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"Est-ce que vous pouvez indiquer les films où Emily Blunt joue, spécifiquement dans le genre Drame ?",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
"Montrez-moi les films d'Emily Blunt, s'il vous plaît, qui appartiennent au genre Drame.",select=['titre'],where='(acteur = 'name' OR acteur = 'name' OR acteur = 'name') AND genre = 'name';'
Veuillez me montrer les titres des films dans lesquels Chris Evans joue et Keanu Reeves joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous me montrer les titres des films avec Chris Evans et Keanu Reeves ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Merci de me donner les noms des films où Chris Evans et Keanu Reeves apparaissent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je souhaiterais connaître les titres des films avec Chris Evans et Keanu Reeves.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Est-ce que vous pouvez me dire dans quels films Chris Evans et Keanu Reeves jouent ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Auriez-vous la gentillesse de me fournir les titres des films de Chris Evans et Keanu Reeves ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer le réalisateur des films intitulés The Silent Shadow Affair.,select=['realisateur'],where='titre = 'name';'
"Montrez-moi, s'il vous plaît, le réalisateur des films qui s'appellent The Silent Shadow Affair.",select=['realisateur'],where='titre = 'name';'
Pourriez-vous m'indiquer le réalisateur des films ayant pour titre The Silent Shadow Affair ?,select=['realisateur'],where='titre = 'name';'
Je voudrais connaître le réalisateur des films nommés The Silent Shadow Affair.,select=['realisateur'],where='titre = 'name';'
Qui est le réalisateur des films intitulés The Silent Shadow Affair ?,select=['realisateur'],where='titre = 'name';'
Peux-tu me dire qui réalise les films intitulés The Silent Shadow Affair ?,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer les acteurs des films où l'année est 1997.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
"Montrez-moi les acteurs des films de 1997, s'il vous plaît.","select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Pourriez-vous me donner les noms des acteurs des films sortis en 1997 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
J'aimerais savoir quels sont les acteurs des films de 1997.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Pouvez-vous me lister les acteurs des films qui datent de 1997 ?,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Je souhaiterais connaître les acteurs apparaissant dans les films de 1997.,"select=['acteur1', 'acteur2', 'acteur3']",where='annee = year;'
Veuillez me montrer l'année des films dont le titre est The Silent Empire Affair.,select=['annee'],where='titre = 'name';'
Peux-tu me dire en quelle année est sorti le film intitulé The Silent Empire Affair ?,select=['annee'],where='titre = 'name';'
Pourrais-je savoir quelle année correspond au film The Silent Empire Affair ?,select=['annee'],where='titre = 'name';'
Je voudrais connaître l'année du film qui s'appelle The Silent Empire Affair.,select=['annee'],where='titre = 'name';'
Est-ce que quelqu'un peut me fournir l'année du film The Silent Empire Affair ?,select=['annee'],where='titre = 'name';'
Je souhaite obtenir l'année de la sortie du film nommé The Silent Empire Affair.,select=['annee'],where='titre = 'name';'
Veuillez me montrer le réalisateur des films dont le titre est The Hidden Dream Affair.,select=['realisateur'],where='titre = 'name';'
Pouvez-vous me dire qui est le réalisateur du film intitulé The Hidden Dream Affair ?,select=['realisateur'],where='titre = 'name';'
Je voudrais savoir qui réalise le film nommé The Hidden Dream Affair.,select=['realisateur'],where='titre = 'name';'
Pourriez-vous m'indiquer le nom du réalisateur pour le film The Hidden Dream Affair ?,select=['realisateur'],where='titre = 'name';'
J'aimerais connaître le réalisateur des films qui portent le titre The Hidden Dream Affair.,select=['realisateur'],where='titre = 'name';'
Qui est le réalisateur associé au film The Hidden Dream Affair ?,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer le réalisateur des films intitulés The Golden Promise Code.,select=['realisateur'],where='titre = 'name';'
Montrez-moi s'il vous plaît qui est le réalisateur des films appelés The Golden Promise Code.,select=['realisateur'],where='titre = 'name';'
Peux-tu me dire qui est le réalisateur des films dont le titre est The Golden Promise Code ?,select=['realisateur'],where='titre = 'name';'
J'aimerais savoir qui a réalisé les films intitulés The Golden Promise Code.,select=['realisateur'],where='titre = 'name';'
Pourriez-vous me dire qui est le réalisateur de The Golden Promise Code ?,select=['realisateur'],where='titre = 'name';'
Qui est le réalisateur des films intitulés The Golden Promise Code ?,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer le réalisateur des films dont le titre est The Burning Echo Files.,select=['realisateur'],where='titre = 'name';'
Pourriez-vous m'indiquer le réalisateur des films intitulés The Burning Echo Files ?,select=['realisateur'],where='titre = 'name';'
"Montrez-moi, s'il vous plaît, qui est le réalisateur des films appelés The Burning Echo Files.",select=['realisateur'],where='titre = 'name';'
J'aimerais savoir qui est le réalisateur des films ayant pour titre The Burning Echo Files.,select=['realisateur'],where='titre = 'name';'
Qui est le réalisateur des films nommés The Burning Echo Files ?,select=['realisateur'],where='titre = 'name';'
Peux-tu me dire qui a réalisé les films The Burning Echo Files ?,select=['realisateur'],where='titre = 'name';'
Veuillez me montrer les titres des films dans lesquels Emma Stone joue et Johnny Depp joue.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pourriez-vous m'indiquer les titres des films avec Emma Stone et Johnny Depp ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
J'aimerais connaître les films où Emma Stone et Johnny Depp sont à l'affiche.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Pouvez-vous me donner les titres des films comprenant Emma Stone et Johnny Depp ?,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Montrez-moi les titres des films dans lesquels on peut voir Emma Stone et Johnny Depp.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Je cherche les titres des films où Emma Stone et Johnny Depp apparaissent.,select=['titre'],where='((acteur = 'name' OR acteur = 'name' OR acteur = 'name')) AND ((acteur = 'name' OR acteur = 'name' OR acteur = 'name'));'
Veuillez me montrer le réalisateur des films intitulés The Burning Empire Chronicles.,select=['realisateur'],where='titre = 'name';'
Pourriez-vous m'indiquer qui est le réalisateur des films appelés The Burning Empire Chronicles ?,select=['realisateur'],where='titre = 'name';'
